"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object19Mat.Object19Mat","0","12","12","1","12.297180","0","21"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object18Mat.Object18Mat","0","12","8","1","11.600000","0","34"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object1711Mat.Object1711Mat","0","12","12","1","12.224936","0","15"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object171Mat.Object171Mat","0","12","12","1","12.442175","0","19"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object17Mat.Object17Mat","0","12","12","1","12.330976","0","19"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object16Mat.Object16Mat","0","12","12","1","12.363544","0","12"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object15Mat.Object15Mat","0","12","10","1","13.153003","0","35"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object142Mat.Object142Mat","0","12","12","1","12.208411","0","15"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object141Mat.Object141Mat","0","12","12","1","11.694871","0","17"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object14Mat.Object14Mat","0","12","12","1","12.521066","0","19"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object13Mat.Object13Mat","0","12","12","1","11.176737","0","21"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object1211Mat.Object1211Mat","0","12","10","1","10.507091","0","35"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object121Mat.Object121Mat","0","12","12","1","10.848074","0","15"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object12Mat.Object12Mat","0","12","12","1","11.120317","0","22"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object110Mat.Object110Mat","0","12","12","1","13.923668","0","19"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object11Mat.Object11Mat","0","12","12","1","12.279325","0","21"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object10Mat.Object10Mat","0","12","1","1","12.645203","0","35"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object1Mat.Object1Mat","0","12","12","1","13.152914","0","15"
"/Game/Assets/Models/Obstacle/Transport/Bus/ObjectMat.ObjectMat","0","12","12","1","12.364629","0","17"
"/Game/Assets/Models/Obstacle/Transport/Bus/line1Mat.line1Mat","0","12","12","1","12.134404","0","19"
"/Game/Assets/Models/Obstacle/Transport/Bus/cylinder31_000_cylinder31_0031Mat.cylinder31_000_cylinder31_0031Mat","0","12","12","1","10.686681","0","15"
"/Game/Assets/Models/Obstacle/Transport/Bus/cylinder31_000_cylinder31_003Mat.cylinder31_000_cylinder31_003Mat","0","12","10","1","10.959659","0","35"
"/Game/Assets/Models/Obstacle/Transport/Bus/box5211Mat.box5211Mat","0","12","12","1","15.845839","0","22"
"/Game/Assets/Models/Obstacle/Transport/Bus/box21111112Mat.box21111112Mat","0","12","12","1","13.988885","0","17"
"/Game/Assets/Models/Obstacle/Transport/Bus/box1Mat.box1Mat","0","12","12","1","11.944112","0","19"
"/Game/Assets/Models/Obstacle/Transport/Truck/tyres_011.tyres_011","0","17","10","1","17.287437","0","51"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object9Mat.Object9Mat","0","12","12","1","11.664855","0","18"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object8Mat.Object8Mat","0","12","12","1","10.733529","0","20"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object7Mat.Object7Mat","0","12","12","1","12.908720","0","14"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object6Mat.Object6Mat","0","12","12","1","13.503281","0","14"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object5121112Mat.Object5121112Mat","0","12","12","1","10.931926","0","16"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object512111Mat.Object512111Mat","0","12","12","1","11.132607","0","18"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object5Mat.Object5Mat","0","12","12","1","11.291625","0","20"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object4Mat.Object4Mat","0","12","12","1","12.893940","0","22"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object3111Mat.Object3111Mat","0","12","12","1","10.954092","0","14"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object311Mat.Object311Mat","0","12","12","1","12.300315","0","20"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object31Mat.Object31Mat","0","12","12","1","13.756110","0","18"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object3Mat.Object3Mat","0","12","12","1","11.571522","0","20"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object24Mat.Object24Mat","0","12","12","1","11.884169","0","14"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object231Mat.Object231Mat","0","12","12","1","11.702276","0","14"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object23Mat.Object23Mat","0","12","12","1","11.369436","0","16"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object22Mat.Object22Mat","0","12","12","1","12.314878","0","18"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object21Mat.Object21Mat","0","12","12","1","9.837074","0","20"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object20Mat.Object20Mat","0","12","12","1","11.452774","0","22"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object2Mat.Object2Mat","0","12","12","1","12.039517","0","22"
"/Game/Assets/Models/Obstacle/Transport/Bus/Object1911Mat.Object1911Mat","0","12","12","1","16.160208","0","22"
"/Game/Assets/Models/Obstacle/Vehicle/Materials/Body.Body","0","12","12","1","15.534368","0","18"
"/Game/Assets/Models/Obstacle/Vehicle/Materials/Body_ncl1_1.Body_ncl1_1","0","12","5","1","13.985328","0","32"
"/Game/Assets/Models/Obstacle/Vehicle/Optics_ncl1_1.Optics_ncl1_1","0","12","12","1","12.059155","0","22"
"/Game/Assets/Models/Obstacle/Vehicle/Glass_ncl1_1.Glass_ncl1_1","0","12","12","1","12.963397","0","14"
"/Game/Assets/Models/Obstacle/Vehicle/Materials/Body_ncl1_3.Body_ncl1_3","0","12","12","1","12.311529","0","16"
"/Game/Assets/Models/Obstacle/Vehicle/Optics_ncl1_3.Optics_ncl1_3","0","12","12","1","12.450710","0","18"
"/Game/Assets/Models/Obstacle/Vehicle/Glass_ncl1_3.Glass_ncl1_3","0","12","12","1","13.328201","0","22"
"/Game/Assets/Models/Obstacle/Vehicle/Materials/Body_ncl1_4.Body_ncl1_4","0","12","1","1","12.960002","0","34"
"/Game/Assets/Models/Obstacle/Vehicle/Optics_ncl1_4.Optics_ncl1_4","0","12","1","1","12.193394","0","34"
"/Game/Assets/Models/Obstacle/Vehicle/Glass_ncl1_4.Glass_ncl1_4","0","12","9","1","11.982332","0","35"
"/Game/Assets/Models/Obstacle/Vehicle/Materials/Body_ncl1_5.Body_ncl1_5","0","12","1","1","13.511136","0","44"
"/Game/Assets/Models/Obstacle/Vehicle/Optics_ncl1_5.Optics_ncl1_5","0","12","9","1","12.492806","0","34"
"/Game/Assets/Models/Obstacle/Vehicle/Glass_ncl1_5.Glass_ncl1_5","0","12","10","1","12.942277","0","35"
"/Game/Assets/Models/Obstacle/Vehicle/Materials/Body_ncl1_6.Body_ncl1_6","0","12","12","1","13.349844","0","15"
"/Game/Assets/Models/Obstacle/Vehicle/Optics_ncl1_6.Optics_ncl1_6","0","12","12","1","12.984538","0","22"
"/Game/Assets/Models/Obstacle/Vehicle/Glass_ncl1_6.Glass_ncl1_6","0","12","12","1","12.469304","0","19"
"/Game/Assets/Models/Obstacle/Vehicle/Materials/Body_ncl1_7.Body_ncl1_7","0","12","12","1","13.642815","0","15"
"/Game/Assets/Models/Obstacle/Vehicle/Optics_ncl1_7.Optics_ncl1_7","0","12","12","1","15.873893","0","14"
"/Game/Assets/Models/Obstacle/Vehicle/Glass_ncl1_7.Glass_ncl1_7","0","12","12","1","16.327297","0","14"
"/Game/Assets/Models/Obstacle/Vehicle/Materials/Body_ncl1_8.Body_ncl1_8","0","12","12","1","13.336469","0","18"
"/Game/Assets/Models/Obstacle/Vehicle/Optics_ncl1_8.Optics_ncl1_8","0","12","12","1","15.076342","0","16"
"/Game/Assets/Models/Obstacle/Vehicle/Glass_ncl1_8.Glass_ncl1_8","0","12","12","1","13.616212","0","22"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","21","10","1","25.374611","0","62"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","21","10","1","21.392517","0","62"
"/Game/Assets/Models/Obstacle/Transport/Truck/head_paint.head_paint","0","17","6","1","16.296684","0","46"
"/Game/Assets/Models/Obstacle/Transport/Truck/tyres_013.tyres_013","0","17","11","1","15.752649","0","50"
"/Game/Assets/Models/Obstacle/Transport/Truck/tyres_012.tyres_012","0","17","18","1","16.953957","0","29"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","21","10","1","22.837643","0","53"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","21","4","1","21.220030","0","75"
"/Game/Assets/Materials/Road/M_RoadFloor.M_RoadFloor","0","52","10","1","33.003746","0","268"
"/Game/Assets/Models/Obstacle/Transport/Truck/Material_003.Material_003","0","17","18","1","15.740371","0","27"
"/Game/Assets/Models/Obstacle/Vehicle/Materials/Body_ncl1_9.Body_ncl1_9","0","12","2","1","12.059570","0","35"
"/Game/Assets/Models/Obstacle/Vehicle/Optics_ncl1_9.Optics_ncl1_9","0","12","12","1","12.110593","0","16"
"/Game/Assets/Models/Obstacle/Vehicle/Glass_ncl1_9.Glass_ncl1_9","0","12","12","1","11.477866","0","22"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","21","1","1","27.327539","0","70"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","21","10","1","20.824631","0","53"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","1.794983","0","2"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","19","10","1","9.942659","0","51"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","7","8","1","5.019826","0","8"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","21","5","1","23.421606","0","65"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","21","10","1","23.902807","0","73"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","21","10","1","21.139959","0","62"
"/Game/ThirdPerson/Meshes/RampMaterial.RampMaterial","0","21","10","1","21.239319","0","62"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","21","10","1","22.073362","0","62"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","42","7","1","131.568527","0","245"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","112","10","1","111.115089","0","995"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","21","10","1","22.096958","0","53"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","21","10","1","22.630304","0","53"
"/Game/StarterContent/Particles/Materials/m_flare_01.m_flare_01","0","32","6","1","21.962616","0","103"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","24","7","1","17.886473","0","78"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","21","1","1","21.330528","0","53"
"/Game/Assets/Models/Obstacle/Vehicle/Wheel_ncl1_8.Wheel_ncl1_8","0","12","12","1","11.650636","0","14"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","24","10","1","17.357704","0","68"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","21","10","1","22.502855","0","60"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","21","10","1","22.275240","0","54"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","21","9","1","27.747885","0","87"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","21","10","1","23.881264","0","62"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","21","10","1","23.061361","0","54"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","21","10","1","21.230349","0","62"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","21","9","1","21.827011","0","61"
"/Game/StarterContent/Props/Materials/M_TableRound.M_TableRound","0","21","10","1","21.517025","0","73"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","21","7","1","22.616726","0","59"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","21","10","1","22.780130","0","74"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","21","9","1","22.868162","0","61"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","21","10","1","24.033379","0","53"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","21","10","1","22.004126","0","62"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","21","10","1","23.051430","0","62"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","21","9","1","24.651491","0","61"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","21","10","1","22.810413","0","53"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","21","9","1","22.693617","0","61"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","21","10","1","25.242926","0","53"
"/Game/StarterContent/Materials/M_AssetPlatform.M_AssetPlatform","0","21","10","1","21.554598","0","62"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","21","10","1","22.545378","0","77"
"/Game/Assets/Models/Obstacle/Vehicle/Wheel_ncl1_5.Wheel_ncl1_5","0","12","12","1","13.459493","0","18"
"/Game/Assets/Models/Obstacle/Vehicle/Wheel_ncl1_6.Wheel_ncl1_6","0","12","12","1","11.895059","0","20"
"/Game/Assets/Models/Obstacle/Vehicle/Wheel_ncl1_7.Wheel_ncl1_7","0","12","12","1","12.173972","0","22"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","21","10","1","22.576509","0","62"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","21","10","1","21.523491","0","62"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","21","10","1","24.099325","0","62"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","42","3","1","145.240555","0","245"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","21","4","1","22.582584","0","71"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","21","5","1","22.603683","0","76"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","21","10","1","20.819811","0","72"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","21","10","1","24.117062","0","62"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","21","10","1","22.664438","0","75"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","21","7","1","22.902409","0","59"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","21","10","1","23.226976","0","60"
"/Game/Assets/Models/Obstacle/Vehicle/Wheek.Wheek","0","12","12","1","12.614401","0","22"
"/Game/Assets/Models/Obstacle/Vehicle/Wheel_ncl1_1.Wheel_ncl1_1","0","12","12","1","12.993138","0","22"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","21","6","1","24.006691","0","58"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","21","7","1","23.877520","0","59"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","21","10","1","22.405584","0","62"
"/Game/Assets/Models/Obstacle/Vehicle/Wheel_ncl1_2.Wheel_ncl1_2","0","12","12","1","12.237624","0","22"
"/Game/Assets/Models/Obstacle/Vehicle/Wheel_ncl1_3.Wheel_ncl1_3","0","12","12","1","11.733059","0","22"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","21","10","1","22.292326","0","62"
"/Game/Assets/Models/Obstacle/Vehicle/Wheel_ncl1_4.Wheel_ncl1_4","0","12","12","1","12.045626","0","21"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","21","10","1","22.619307","0","78"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","30","1","1","34.656128","0","105"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","84","8","1","94.720741","0","663"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","32","10","1","22.748486","0","114"
"/Game/StarterContent/Particles/Materials/M_Heat_Distortion.M_Heat_Distortion","0","36","10","1","22.382477","0","122"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","24","10","1","19.359247","0","64"
"/Game/StarterContent/Materials/M_Basic_Floor.M_Basic_Floor","0","21","10","1","21.023462","0","59"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","21","9","1","20.420820","0","60"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","21","10","1","21.720825","0","53"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","21","10","1","20.308344","0","53"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","33","8","1","27.888763","0","107"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Arrows.M_LightStage_Arrows","0","2","2","1","1.459821","0","2"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","2","2","1","1.568066","0","3"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","21","10","1","22.297983","0","77"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","12","12","1","12.021007","0","22"
"/Game/StarterContent/Props/Materials/M_MaterialSphere.M_MaterialSphere","0","12","12","1","13.259356","0","22"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","21","10","1","21.324705","0","62"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","47","12","1","37.586525","0","194"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","32","6","1","22.166000","0","123"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","30","10","1","20.483900","0","108"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","21","1","1","21.661924","0","53"
